value,lat,lon,desc
2,37.674839,-80.8882599,"Hinton, WV"
2,40.7371597,-74.0309677,"Hoboken, NJ"
2,39.7871895,-75.6908035,"Hockessin, DE"
1,31.0368996,-82.746582,"Homerville, GA"
1,25.4762306,-80.4656525,"Homestead, FL"
1,41.572979,-75.2560272,"Honesdale, PA"
10,21.3048496,-157.8577576,"Honolulu, HI"
1,45.7088509,-121.5107269,"Hood River, OR"
1,33.3879089,-86.8060303,"Hoover, AL"
1,42.2287598,-71.5203781,"Hopkinton, MA"
2,34.5094414,-93.0522232,"Hot Springs, AR"
1,29.5973301,-90.7191315,"Houma, LA"
69,29.7604504,-95.3697815,"Houston, TX"
1,42.6054382,-83.9249115,"Howell, MI"
1,39.8622589,-84.127037,"Huber Heights, OH"
1,42.2528191,-73.7914276,"Hudson, NY"
5,41.2428207,-81.4403915,"Hudson, OH"
2,39.4943504,-76.6589584,"Hunt Valley, MD"
4,40.4846687,-78.0113907,"Huntingdon, PA"
1,33.6788902,-118.0015717,"Huntington Beach, CA"
3,40.8743782,-73.4195099,"Huntington, NY"
8,38.4198189,-82.4453735,"Huntington, WV"
8,34.7291298,-86.5849762,"Huntsville, AL"
2,38.9525909,-76.94207,"Hyattsville, MD"
1,43.4920006,-112.0419922,"Idaho Falls, ID"
1,39.228199,-119.9509964,"Incline Village-Crystal Bay, NV"
2,44.8511581,-123.1871033,"Independence, OR"
1,36.6223984,-81.1509018,"Independence, VA"
1,28.0906906,-80.5697174,"Indialantic, FL"
18,39.7669106,-86.1499634,"Indianapolis, IN"
8,33.6872406,-117.8258209,"Irvine, CA"
3,32.8135109,-96.9554977,"Irving, TX"
1,41.0391808,-73.8678665,"Irvington, NY"
2,37.6620789,-76.4192505,"Irvington, VA"
4,42.4405098,-76.4954605,"Ithaca, NY"
1,43.5869904,-110.8275375,"Jackson Hole, WY"
6,32.2986908,-90.1804886,"Jackson, MS"
4,43.4797096,-110.7623215,"Jackson, WY"
2,30.2887001,-81.3917923,"Jacksonville Beach, FL"
19,30.3314705,-81.6562195,"Jacksonville, FL"
1,40.7241325,-73.7668152,"Jamaica Estates, NY"
1,42.0960503,-79.2378006,"Jamestown, NY"
1,35.9968185,-79.9348602,"Jamestown, NC"
2,36.4206581,-81.4722595,"Jefferson, NC"
1,38.279129,-85.7374725,"Jeffersonville, IN"
3,40.0943413,-75.1261292,"Jenkintown, PA"
3,40.7174797,-74.0438538,"Jersey City, NJ"
1,39.1552086,-76.798851,"Jessup, MD"
3,36.3200798,-82.3452835,"Johnson City, TN"
4,58.2997284,-134.4067841,"Juneau, AK"
1,26.9327602,-80.1018906,"Jupiter, FL"
1,20.8907509,-156.4671326,"Kahului, HI"
1,21.4214001,-157.803833,"Kaneohe, HI"
5,39.102951,-94.5830765,"Kansas City, MO"
2,29.7674007,-95.8287964,"Katy, TX"
1,42.9332008,-72.2815018,"Keene, NH"
3,38.9769516,-122.8339081,"Kelseyville, CA"
1,42.9623909,-78.8787079,"Kenmore, NY"
2,34.0234413,-84.6167603,"Kennesaw, GA"
3,39.844167,-75.710556,"Kennett Square, PA"
1,42.5880699,-87.8236465,"Kenosha, WI"
1,41.7266998,-73.4726715,"Kent, CT"
2,41.1509285,-81.358223,"Kent, OH"
1,38.9298363,-77.1004791,"Kent, DC"
4,38.0234489,-78.3593903,"Keswick, VA"
1,43.6826286,-114.3637314,"Ketchum, ID"
2,25.1322041,-80.4117126,"Key Largo, FL"
1,36.5477982,-82.5604172,"Kingsport, TN"
2,41.9267082,-73.9964981,"Kingston, NY"
1,40.9974213,-74.3772964,"Kinnelon, NJ"
1,35.2686882,-77.5818024,"Kinston, NC"
1,42.2238808,-121.7820587,"Klamath Falls, OR"
12,35.9604912,-83.9209137,"Knoxville, TN"
1,40.5185089,-75.7764893,"Kutztown, PA"
1,32.8370476,-117.2553864,"La Jolla, CA"
1,33.9082718,-118.0117264,"La Mirada, CA"
1,33.6781387,-116.2953796,"La Quinta, CA"
1,33.0414085,-85.0310822,"LaGrange, GA"
2,29.9060192,-96.8769836,"Lagrange, TX"
1,38.0167389,-77.5194092,"Ladysmith, VA"
1,30.2203197,-92.0170517,"Lafayette, LA"
2,33.5453606,-117.7815323,"Laguna Beach, CA"
1,33.6017494,-117.6903381,"Laguna Hills, CA"
1,33.6276398,-117.7170715,"Lake Forest, CA"
1,43.6079483,-73.5740433,"Lake George, NY"
1,45.4197388,-122.6676178,"Lake Oswego, OR"
1,38.6879616,-77.2982101,"Lake Ridge, VA"
1,35.1078415,-81.0423431,"Lake Wylie, SC"
3,28.0441895,-81.9478607,"Lakeland, FL"
1,32.853981,-116.9045334,"Lakeside, CA"
1,41.9642487,-73.4405136,"Lakeville, CT"
2,39.7109184,-105.0820694,"Lakewood, CO"
1,40.0932503,-74.2135773,"Lakewood, NJ"
2,37.6191788,-84.5787277,"Lancaster, KY"
9,40.0237312,-76.3317184,"Lancaster, PA"
2,37.7016907,-76.4202118,Lancaster
1,38.9314308,-76.8901596,"Landover, MD"
2,40.1763916,-74.9188766,"Langhorne, PA"
1,43.0286903,-83.3228226,"Lapeer, MI"
2,27.9160404,-82.790863,"Largo, FL"
1,38.8795395,-76.8264771,"Largo, MD"
2,32.3069,-106.7778473,"Las Cruces, NM"
10,36.1719093,-115.1399689,"Las Vegas, NV"
1,35.5956802,-105.2162781,"Las Vegas, NM"
1,36.7185402,-80.5116272,"Laurel Fork, VA"
4,39.1049118,-76.8666382,"Laurel, MD"
3,34.7743416,-79.4633636,"Laurinburg, NC"
2,38.9730606,-95.2365265,"Lawrence, KS"
2,33.9525795,-83.987999,"Lawrenceville, GA"
1,40.2986107,-74.7287369,"Lawrenceville, NJ"
1,41.0659294,-111.9610214,"Layton, UT"
1,29.50247,-95.0945511,"League City, TX"
1,47.5972099,-120.6594696,"Leavenworth, WA"
1,38.9165802,-94.6412964,"Leawood, KS"
1,40.6408501,-74.8375092,"Lebanon, NJ"
1,40.3301888,-76.4259262,"Lebanon, PA"
1,28.8496609,-82.4878082,"Lecanto, FL"
24,39.1156693,-77.5653,"Leesburg, VA"
1,34.2373695,-78.0093613,"Leland, NC"
1,40.2464294,-76.8945999,"Lemoyne, PA"
1,38.9609909,-94.7405701,"Lenexa, KS"
1,35.915329,-81.5400925,"Lenoir, NC"
2,40.9611282,-76.8906403,"Lewisburg, PA"
3,37.8021202,-80.4461365,"Lewisburg, WV"
1,38.2656403,-76.4527512,"Lexington Park, MD"
13,38.0485916,-84.5003204,"Lexington, KY"
3,42.4463196,-71.2237396,"Lexington, MA"
1,35.8262405,-80.2507172,"Lexington, NC"
16,37.7854805,-79.4414673,"Lexington, VA"
1,40.2427483,-79.2382202,"Ligonier, PA"
1,21.9748898,-159.3685913,"Lihue, HI"
1,30.4141293,-87.4483109,"Lillian, AL"
1,44.9298706,-124.0173187,"Lincoln City, OR"
1,42.4141197,-71.3256302,"Lincoln, MA"
1,40.8136215,-96.7077408,"Lincoln, NE"
1,40.6319885,-74.2552032,"Linden, NJ"
1,39.2014809,-76.6599884,"Linthicum Heights, MD"
3,34.7486496,-92.2744904,"Little Rock, AR"
1,40.3400612,-74.0431137,"Little Silver, NJ"
1,39.6169014,-105.0145187,"Littleton, CO"
1,44.3070984,-71.7748718,"Littleton, NH"
1,38.6536942,-77.4933014,"Locust Hill, VA"
1,41.7361794,-111.8348465,"Logan, UT"
5,33.7667198,-118.1923981,"Long Beach, CA"
2,40.8797836,-72.9124222,"Long Island, NY"
2,40.1639404,-105.100502,"Longmont, CO"
1,32.5161896,-94.7638016,"Longview, TX"
1,34.8572998,-85.4393997,"Lookout Mountain, GA"
2,38.7042809,-77.2068481,"Lorton, VA"
1,37.3830795,-122.1142273,"Los Altos, CA"
87,34.0534897,-118.2453232,"Los Angeles, CA"
1,34.8116302,-106.742569,"Los Lunas, NM"
4,39.0907211,-77.6357269,"Loudoun, VA"
5,37.9782295,-77.9629898,"Louisa, VA"
14,38.2548599,-85.7664032,"Louisville, KY"
1,39.2545013,-84.2469025,"Loveland, OH"
1,39.2735901,-77.638298,"Lovettsville, VA"
5,37.7635689,-78.8704605,"Lovingston, VA"
1,42.6458817,-71.3128433,"Lowell, MA"
1,40.1892319,-75.2254562,"Lower Gwynedd, PA"
1,37.7176018,-79.0637589,"Lowesville, VA"
2,48.7202911,-122.6831284,"Lummi Island, WA"
8,38.6655197,-78.4593964,"Luray, VA"
35,37.4140205,-79.1428375,"Lynchburg, VA"
1,44.776989,-122.6162186,"Lyons, OR"
1,44.7142181,-67.4599762,"Machias, ME"
2,37.402401,-75.9060822,"Machipongo, VA"
1,40.4598885,-90.6694794,"Macomb, IL"
3,32.8396797,-83.6275787,"Macon, GA"
1,34.7058792,-86.7509537,"Madison, AL"
1,34.7058792,-86.7509537,"Madison, AL"
1,38.7363281,-85.3805389,"Madison, IN"
1,32.4631004,-90.118988,"Madison, MS"
8,38.4137192,-78.2791977,Madison
9,43.042469,-89.4039688,"Madison, WI"
1,30.2108707,-95.7545013,"Magnolia, TX"
2,34.0365181,-118.6879578,"Malibu, CA"
1,40.0369186,-75.510437,"Malvern, PA"
1,40.9488907,-73.7356873,"Mamaroneck, NY"
3,37.6713295,-77.6886826,"Manakin Sabot, VA"
1,40.1236115,-74.0469284,"Manasquan, NJ"
17,38.7512207,-77.4711075,"Manassas, VA"
1,42.991169,-71.463089,"Manchester, NH"
2,43.1629906,-73.0720825,"Manchester, VT"
1,42.5776215,-70.7694702,"Manchester, MA"
1,30.3724995,-90.0791092,"Mandeville, LA"
1,33.8871498,-118.4108429,"Manhattan Beach, CA"
1,39.1788101,-96.5618362,"Manhattan, KS"
1,44.1674004,-94.0024109,"Mankato, MN"
2,35.9109993,-75.6701584,"Manteo, NC"
1,40.7311516,-74.2769165,"Maplewood, NJ"
1,24.7274704,-81.0428238,"Marathon, FL"
1,34.4328995,-84.3397522,"Marblehill, GA"
2,42.4973297,-70.8614273,"Marblehead, MA"
1,42.1484108,-74.6484299,"Margaretville, NY"
6,33.9531898,-84.5458832,"Marietta, GA"
1,33.9852791,-118.4524231,"Marina del Rey, CA"
2,36.8339806,-81.5173416,"Marion, VA"
2,42.3468018,-71.5479889,"Marlborough, MA"
1,40.3142204,-74.2486267,"Marlboro, NJ"
2,39.8923302,-74.9190521,"Marlton, NJ"
1,38.8650703,-77.8498306,"Marshall, VA"
1,41.6551704,-70.4122162,"Marstons Mills, MA"
2,39.4563713,-77.9645615,"Martinsburg, WV"
6,36.6899605,-79.8688126,"Martinsville, VA"
1,40.2352982,-83.3664169,"Marysville, OH"
1,42.7434311,-71.768959,"Mason, NH"
1,39.3569717,-84.2976227,"Mason, OH"
1,40.4099503,-74.2321091,"Matawan, NJ"
2,36.9712982,-80.9501419,"Max Meadows, VA"
1,26.2074203,-98.2293625,"McAllen, TX"
1,44.9109993,-116.0981369,"McCall, ID"
1,38.3730507,-78.730423,"McGaheysville, VA"
1,40.0397987,-74.5817032,"McGuire AFB, NJ"
60,38.9365196,-77.1842804,"McLean, VA"
1,45.2089386,-123.1991272,"McMinnville, OR"
4,40.2131996,-77.0083389,"Mechanicsburg, PA"
8,37.6127014,-77.3784637,"Mechanicsville, VA"
1,39.9006386,-74.8235016,"Medford, NJ"
4,39.9179688,-75.3898087,"Media, PA"
1,41.1403198,-81.8640213,"Medina, OH"
5,28.0794296,-80.6071777,"Melbourne, FL"
1,44.4361343,-100.2305298,South Dakota
30,35.1497612,-90.0492477,"Memphis, TN"
1,44.2002907,-88.4506683,"Menasha, WI"
2,40.7942085,-74.56987,"Mendham Township, NJ"
6,37.4553185,-122.1785583,"Menlo Park, CA"
1,41.6979904,-81.3372726,"Mentor, OH"
1,38.8735886,-77.2347183,"Merrifield, VA"
1,33.4170418,-111.831459,"Mesa, AZ"
1,32.78339,-96.6020813,"Mesquite, TX"
1,29.9880505,-90.1310196,"Metairie, LA"
1,40.5441589,-74.3630295,"Metuchen, NJ"
3,25.7933502,-80.1349106,"Miami Beach, FL"
24,25.7748108,-80.197731,"Miami, FL"
6,38.9695015,-77.7365723,"Middleburg, VA"
1,41.5277214,-73.1216125,"Middlebury, CT"
1,44.0149918,-73.1671066,"Middlebury, VT"
1,41.5626602,-72.6498413,"Middletown, CT"
1,41.5205383,-71.2875977,"Middletown, RI"
1,39.0335388,-78.2725677,"Middletown, VA"
1,43.6170807,-84.2450638,"Midland, MI"
1,32.0005913,-102.0744476,"Midland, TX"
2,38.5970612,-77.7230606,"Midland, VA"
9,37.50354,-77.6512604,"Midlothian, VA"
3,41.2255096,-73.0570679,"Milford, CT"
1,42.8354988,-71.6484375,"Milford, NH"
2,37.9777718,-79.6013565,"Millboro, VA"
1,41.7863007,-73.6930008,"Millbrook, NY"
1,40.7244606,-74.3047333,"Millburn, NJ"
2,33.0814095,-83.2262115,"Milledgeville, GA"
1,37.8283348,-76.9449997,"Miller's Tavern, VA"
1,39.1048088,-76.6278305,"Millersville, MD"
1,39.3953781,-75.0377502,"Millville, NJ"
1,39.0694885,-78.0381165,"Millwood, VA"
1,37.4328308,-121.8971329,"Milpitas, CA"
7,43.0418091,-87.9068375,"Milwaukee, WI"
1,38.9549789,-119.7657089,"Minden, NV"
2,40.7486992,-73.6424789,"Mineola, NY"
1,38.0107307,-77.907959,"Mineral, VA"
26,44.9790306,-93.2649307,"Minneapolis, MN"
2,44.9400597,-93.4673233,"Minnetonka, MN"
1,39.0191917,-94.6537399,"Mission, KS"
9,30.6863899,-88.0532379,"Mobile, AL"
1,41.4917297,-90.4898911,"Moline, IL"
1,33.1964912,-80.0126877,"Moncks Corner, SC"
1,37.1832314,-79.6191711,"Moneta, VA"
1,41.1148415,-74.6334534,"Monroe, NJ"
5,40.8174019,-74.2161484,"Montclair, NJ"
1,38.6113892,-77.340477,"Montclair, VA"
1,36.5975914,-121.8967667,"Monterey, CA"
4,32.3801193,-86.3006287,"Montgomery, AL"
1,40.2507095,-75.246109,"Montgomeryville, PA"
1,44.2602882,-72.5762634,"Montpelier, VT"
2,39.9638596,-74.949852,"Moorestown Township, NJ"
1,35.5825195,-80.8146896,"Mooresville, NC"
1,37.8534698,-122.1272812,"Moraga, CA"
1,35.7467995,-81.6858597,"Morganton, NC"
1,39.6303711,-79.9578476,"Morgantown, WV"
1,40.3723984,-74.2459564,"Morganville, NJ"
5,40.7930107,-74.4771271,"Morristown, NJ"
2,36.4990501,-80.6068802,"Mount Airy, NC"
1,40.1106491,-76.5073776,"Mt. Joy, PA"
1,41.2067413,-73.7266464,"Mount Kisco, NY"
2,39.9389305,-74.8858795,"Mt Laurel Township, NJ"
2,40.8864517,-74.4523468,"Mountain Lakes, NJ"
9,37.3896713,-122.0815964,"Mountain View, CA"
1,35.2966194,-81.016243,"Mount Holly, NC"
1,32.801281,-79.8894501,"Mount Pleasant, SC"
1,42.8588905,-88.3293304,"Mukwonago, WI"
2,40.6621094,-111.8883209,"Murray, UT"
1,40.4272614,-79.6969528,"Murrysville, PA"
4,33.6935616,-78.8826599,"Myrtle Beach, SC"
1,35.9783897,-75.6359863,"Nags Head, NC"
2,43.5826111,-116.5696335,"Nampa, ID"
3,41.2781563,-70.076149,"Nantucket Island, MA"
4,38.2988586,-122.2852173,"Napa, CA"
2,41.7495499,-88.1640549,"Naperville, IL"
5,26.1390896,-81.7957916,"Naples, FL"
1,40.005291,-75.2644196,"Narberth, PA"
1,37.3306808,-80.8119278,"Narrows, VA"
3,42.7586212,-71.4643326,"Nashua, NH"
1,35.9743309,-77.9649506,"Nashville, NC"
30,36.1678391,-86.7781601,"Nashville, TN"
3,37.47435,-75.8590164,"Nassawadox, VA"
2,31.7609501,-93.0869827,"Natchitoches, LA"
1,42.2840004,-71.3461685,"Natick, MA"
1,40.7387695,-75.3095398,"Nazareth, PA"
3,42.281311,-71.2360535,"Needham, MA"
2,44.1672401,-88.5125122,"Neenah, WI"
1,37.8873291,-78.8808365,"Nellysford, VA"
2,37.7873917,-78.8867493,"Nelson County, VA"
1,40.8409195,-73.1401367,"Nesconset, NY"
1,39.2627411,-121.0191574,"Nevada City, CA"
1,40.0813103,-82.8088531,"New Albany, OH"
2,35.1084518,-77.0420685,"New Bern, NC"
1,29.6988697,-98.1209412,"New Braunfels, TX"
1,41.6677208,-72.7821503,"New Britain, CT"
4,40.4947701,-74.4438095,"New Brunswick, NJ"
2,41.1459084,-73.4917908,"New Canaan, CT"
11,41.307621,-72.9246216,"New Haven, CT"
1,34.9094582,-86.4277878,"New Market, AL"
1,39.3827896,-77.2723236,"New Market, MD"
2,38.6472397,-78.6721268,"New Market, VA"
2,41.5774803,-73.410408,"New Milford, CT"
22,29.9536991,-90.0777512,"New Orleans, LA"
2,37.3457909,-76.280571,"New Point, VA"
2,40.9197006,-73.7867966,"New Rochelle, NY"
1,29.0271606,-80.923027,"New Smyrna Beach, FL"
344,40.7820015,-73.8317032,"New York, NY"
3,39.678009,-75.7618103,"Newark, DE"
4,40.7319717,-74.1742096,"Newark, NJ"
1,34.2897987,-81.6001434,Newberry
1,42.8120384,-70.872963,"Newburyport, MA"
1,47.5376511,-122.1654129,"Newcastle, WA"
2,34.3729324,-118.5397949,"Newhall, CA"
1,36.0849609,-81.9283371,"Newland, NC"
1,43.0786285,-70.936409,"Newmarket, NH"
5,33.6168289,-117.9303436,"Newport Beach, CA"
30,37.0828781,-76.4802322,"Newport News, VA"
2,41.4921608,-71.3113327,"Newport, RI"
3,42.3305092,-71.1994934,"Newton, MA"
1,41.4118805,-73.307663,"Newtown, CT"
1,40.1723518,-77.4003983,"Newville, PA"
1,37.8867912,-84.5703506,"Nicholasville, KY"
1,42.0261993,-87.8006821,"Niles, IL"
2,31.3378296,-110.9400635,"Nogales, AZ"
1,33.9428101,-84.2109528,"Norcross, GA"
77,36.8468208,-76.2850571,"Norfolk, VA"
1,35.2207603,-97.4466019,"Norman, OK"
1,33.4957809,-81.9700775,"North Augusta, SC"
1,40.8755493,-81.4020615,"North Canton, OH"
1,32.8767204,-80.0092773,"North Charleston, SC"
1,42.2161407,-79.8341217,"North East, PA"
1,37.9397812,-78.6374207,"North Garden, VA"
1,44.1289597,-68.8754807,"North Haven, ME"
1,41.7858582,-111.8337708,"North Logan, UT"
2,26.8132401,-80.0571365,"North Palm Beach, FL"
1,36.9358711,-82.6235123,"Norton, VA"
2,41.1136589,-73.4076538,"Norwalk, CT"
2,41.5489388,-72.0952911,"Norwich, CT"
2,42.1958313,-71.1997833,"Norwood, MA"
1,40.9937897,-73.9494324,"Norwood, NJ"
1,38.1060715,-122.5678864,"Novato, CA"
2,40.8199501,-74.1589813,"Nutley, NJ"
2,41.0912704,-73.9181595,"Nyack, NY"
2,41.8324814,-87.9459,"Oak Brook, IL"
1,48.2904396,-122.6475906,"Oak Harbor, WA"
2,37.9725304,-81.1489563,"Oak Hill, WV"
3,41.8800011,-87.7789078,"Oak Park, IL"
2,36.0145302,-84.2565384,"Oak Ridge, TN"
1,33.9089813,-78.1087494,"Oak Island, NC"
1,41.854229,-87.9651413,"Oakbrook Terrace, IL"
9,37.8050804,-122.2730713,"Oakland, CA"
8,38.8807793,-77.3013763,"Oakton, VA"
3,38.3349991,-75.0843582,"Ocean City, MD"
1,30.4162807,-88.8081436,"Ocean Springs, MS"
1,39.8533096,-74.2392426,"Ocean, NJ"
1,35.6232491,-95.975853,"Okmulgee, OK"
1,42.0979118,-78.3958435,"Olean, NY"
2,47.0392303,-122.8913574,"Olympia, WA"
4,41.2606888,-95.9405899,"Omaha, NE"
11,38.2462807,-78.013443,"Orange, VA"
1,33.6543999,-117.788208,"Orange, CA"
21,28.5382309,-81.377388,"Orlando, FL"
1,38.98489,-94.6716766,"Overland Park, KS"
1,28.6525097,-81.2028198,"Oviedo, FL"
1,39.41605,-76.7753906,"Owings Mills, MD"
1,39.41605,-76.7753906,"Owings Mills, MD"
1,36.3119888,-78.5882034,"Oxford, NC"
1,39.5104904,-84.7427521,"Oxford, OH"
1,40.8723488,-73.5336914,"Oyster Bay, NY"
1,36.6193314,-121.9185867,"Pacific Grove, CA"
1,37.0857086,-88.5958481,"Paducah, KY"
3,26.7028809,-80.0366135,"Palm Beach, FL"
1,27.1695194,-80.2693634,"Palm City, FL"
3,37.8612099,-78.2636337,"Palmyra, VA"
8,37.4446602,-122.1607895,"Palo Alto, CA"
1,37.2633209,-78.680603,"Pamplin City, VA"
1,30.1916409,-85.832489,"Panama City Beach, FL"
2,30.1598701,-85.6603317,"Panama City, FL"
2,34.1498795,-114.2888031,"Parker, AZ"
2,39.5180397,-104.7543564,"Parker, CO"
1,39.2634315,-81.5582962,"Parkersburg, WV"
1,37.7822113,-75.6539993,"Parksley, VA"
2,40.871521,-74.4219589,"Parsippany-Troy Hills Township, NJ"
6,34.1474495,-118.1442719,"Pasadena, CA"
1,39.1096687,-76.5732727,"Pasadena, MD"
1,30.3245106,-89.2179489,"Pass Christian, MS"
1,44.438549,-74.2527695,"Paul Smiths, NY"
2,41.5625687,-73.6009216,"Pawling, NY"
1,41.8792191,-71.3824768,"Pawtucket, RI"
1,41.0594788,-74.0243073,"Pearl River, NY"
1,40.9114418,-73.8096085,"Pelham, NY"
1,34.6529312,-82.7842407,"Pendleton, SC"
1,38.3880806,-78.8044281,"Penn Laird, VA"
1,36.7608795,-83.0222473,"Pennington Gap, VA"
2,40.3306198,-74.7917328,"Pennington, NJ"
6,30.4208393,-87.2172394,"Pensacola, FL"
1,40.6921387,-89.5877609,"Peoria, IL"
2,38.2324715,-122.6444397,"Petaluma, CA"
3,42.8761292,-71.9509811,"Peterborough, NH"
6,37.2281494,-77.4034805,"Petersburg, VA"
78,39.9522781,-75.1624527,"Philadelphia, PA"
25,33.4482498,-112.075798,"Phoenix, AZ"
2,39.8840408,-82.7534332,"Pickerington, OH"
1,41.0403595,-73.9161835,"Piermont, NY"
1,35.7885895,-83.5559006,"Pigeon Forge, TN"
1,35.1912994,-79.4719772,"Pinehurst, NC"
2,40.5392494,-74.471489,"Piscataway Township, NJ"
38,40.4383392,-79.997467,"Pittsburgh, PA"
2,42.4473801,-73.2542191,"Pittsfield, MA"
1,33.8711205,-117.8613968,"Placentia, CA"
1,40.1079712,-83.2678909,"Plain City, OH"
1,32.0368195,-84.388298,"Plains, GA"
4,33.0207901,-96.6992493,"Plano, TX"
1,28.0173092,-82.1253891,"Plant City, FL"
1,40.1028404,-75.2746201,"Plymouth Meeting, PA"
1,41.1022491,-75.5189285,"Pocono Lake, PA"
1,44.0288315,-70.3586807,"Poland Spring, ME"
1,26.2314491,-80.1252213,"Pompano Beach, FL"
2,30.2257595,-81.3859711,"Ponte Vedra, FL"
2,30.2257595,-81.3859711,"Ponte Vedra, FL"
1,40.9460182,-73.0710373,"Port Jefferson, NY"
2,40.8323784,-73.7008667,"Port Washington, NY"
8,43.6591415,-70.2566528,"Portland, ME"
28,45.5117912,-122.6756287,"Portland, OR"
2,43.0706215,-70.7721176,"Portsmouth, NH"
10,36.8326416,-76.2977066,"Portsmouth, VA"
2,39.055687,-77.4065704,"Potomac Falls, VA"
6,39.0178795,-77.2087097,"Potomac, MD"
1,40.2464485,-75.6480484,"Pottstown, PA"
2,40.6854591,-76.1953888,"Pottsville, PA"
2,41.7067108,-73.9293671,"Poughkeepsie, NY"
1,37.1233711,-82.6009979,"Pound, VA"
1,40.15765,-83.0764389,"Powell, OH"
2,37.5501518,-77.9151764,Powhatan
1,38.9870682,-94.6303329,"Prairie Village, KS"
1,34.54142,-112.4687271,"Prescott, AZ"
11,40.3603096,-74.6642838,"Princeton, NJ"
1,37.3664093,-81.1042175,"Princeton, WV"
7,41.8238716,-71.4119873,"Providence, RI"
3,40.2336998,-111.6685028,"Provo, UT"
1,40.9436798,-78.9705124,"Punxsutawney, PA"
6,39.1366692,-77.7137604,"Purcellville, VA"
1,41.036869,-73.7129593,"Purchase, NY"
2,36.1816216,-81.2845917,"Purlear, NC"
1,38.5220604,-77.2908478,"Quantico, VA"
1,40.7140007,-73.8299866,"Queens, NY"
1,43.3319588,-73.6774902,"Queensbury, NY"
1,42.2522812,-71.004158,"Quincy, MA"
2,37.1206894,-80.5899582,"Radford, VA"
58,35.785511,-78.6426697,"Raleigh, NC"
1,41.0582886,-74.1439819,"Ramsey, NJ"
1,33.7452583,-118.4037781,"Rancho Palos Verdes, CA"
2,40.3366203,-75.9278412,"Reading, PA"
2,40.3492012,-74.070137,"Red Bank, NJ"
1,47.6785812,-122.1315765,"Redmond, WA"
1,33.8444519,-118.3879395,"Redondo Beach, CA"
9,37.4845009,-122.2277222,"Redwood City, CA"
2,37.5295792,-122.2673035,"Redwood Shores, CA"
2,39.5273819,-119.8134384,"Reno, NV"
3,35.9083099,-78.8622818,"Research Triangle Park, NC"
49,38.9596786,-77.354538,"Reston, VA"
1,43.8260689,-111.7830887,"Rexburg, ID"
1,41.9269905,-73.9107666,"Rhinebeck, NY"
3,32.97155,-96.7090912,"Richardson, TX"
1,46.2739105,-119.2737198,"Richland, WA"
1,37.0943489,-81.8030167,"Richlands, VA"
1,37.937809,-122.3427124,"Richmond, CA"
1,41.92173,-111.8143768,"Richmond, UT"
415,37.540699,-77.4336472,"Richmond, VA"
1,35.6224785,-117.6688614,"Ridgecrest, CA"
2,32.4275589,-90.141098,"Ridgeland, MS"
1,36.5772209,-79.8583603,"Ridgeway, VA"
4,40.9819717,-74.1125793,"Ridgewood, NJ"
1,34.7580185,-85.5313416,"Rising Fawn, GA"
1,37.8598099,-82.7267303,"River, KY"
2,38.9634018,-76.9316025,"Riverdale Park, MD"
1,40.9183006,-72.6685104,"Riverhead, NY"
1,26.7834892,-80.0640106,"Riviera Beach, FL"
58,37.2715187,-79.9405289,"Roanoke, VA"
14,43.1557999,-77.6163177,"Rochester, NY"
2,34.9240189,-81.02668,"Rock Hill, SC"
1,40.9118805,-74.5277176,"Rockaway, NJ"
1,42.2668991,-89.0783463,"Rockford, IL"
1,43.052269,-92.9461517,"Rockford, IA"
1,38.7900696,-121.2343979,"Rocklin, CA"
1,40.6593094,-73.6454697,"Rockville Centre, NY"
26,39.0816612,-77.1512375,"Rockville, MD"
2,35.9339981,-77.7712021,"Rocky Mount, NC"
1,36.9950409,-79.8892822,"Rocky Mount, VA"
1,39.3421288,-78.7570801,"Romney, WV"
1,43.2321091,-100.8531418,"Rosebud, SD"
2,34.080719,-118.0765381,"Rosemead, CA"
1,45.8640709,-96.7299881,"Rosholt, SD"
1,37.9627113,-122.5559387,"Ross, CA"
1,41.6084785,-83.5609665,"Rossford, OH"
2,38.8951492,-77.0744019,"Rosslyn, VA"
4,34.0216599,-84.3602982,"Roswell, GA"
1,39.1349602,-77.7689438,"Round Hill, VA"
2,36.3978386,-78.9829102,"Roxboro, NC"
1,42.4881516,-83.1424408,"Royal Oak, MI"
3,40.1840096,-75.5405807,"Royersford, PA"
1,37.9348793,-77.4732437,"Ruther Glen, VA"
5,38.44907,-121.3437881,Sacramento
1,43.4191818,-83.9466705,"Saginaw, MI"
4,38.6277504,-90.1995621,"St Louis, MO"
1,44.943821,-93.0933228,"St Paul, MN"
6,44.9332619,-123.043808,"Salem, OR"
6,37.2936516,-80.0531387,"Salem, VA"
1,38.8405418,-97.6097031,"Salina, KS"
3,36.6708794,-121.6548233,"Salinas, CA"
4,38.3657303,-75.5953217,"Salisbury, MD"
2,35.6669312,-80.4693527,"Salisbury, NC"
14,40.7603111,-111.8882217,"Salt Lake City, UT"
10,29.4245796,-98.4946136,"San Antonio, TX"
1,37.6249199,-122.4141388,"San Bruno, CA"
1,37.5045013,-122.262291,"San Carlos, CA"
1,33.4286194,-117.6073303,"San Clemente, CA"
32,32.7156906,-117.1617203,"San Diego, CA"
91,37.7771187,-122.4196396,"San Francisco, CA"
11,37.3385811,-121.8855667,"San Jose, CA"
